mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label_1,label_2,label_3,label_4,label_5,label_6,label_7
-150.04197692871094,59.48256301879883,-76.95792388916016,55.87571716308594,-82.0931167602539,43.36473083496094,-40.6515998840332,46.28525924682617,-20.7771053314209,28.186969757080078,-28.824607849121094,12.91882038116455,-16.608304977416992,True,False,False,False,False,False,False
-193.05078125,65.70008087158203,-80.12545776367188,60.58340072631836,-72.64289855957031,47.19832992553711,-47.22003936767578,31.76096534729004,-28.015501022338867,26.360824584960938,-24.762264251708984,21.81125831604004,-8.828125,True,False,False,False,False,False,False
-129.91555786132812,52.0479850769043,-73.25812530517578,51.925479888916016,-76.29763793945312,47.23480224609375,-31.714284896850586,42.01389694213867,-22.12122917175293,26.635971069335938,-22.321224212646484,15.1390380859375,-15.191593170166016,True,False,False,False,False,False,False
-164.4563446044922,71.19217681884766,-82.21351623535156,81.2095947265625,-73.54962158203125,56.73086166381836,-44.63629150390625,36.75568389892578,-33.62580490112305,30.462085723876953,-31.452106475830078,18.034543991088867,-15.920845031738281,True,False,False,False,False,False,False
-175.78262329101562,57.52495574951172,-77.5198974609375,68.3312759399414,-72.68091583251953,49.22766876220703,-35.47147750854492,36.31747055053711,-29.212350845336914,26.531875610351562,-25.934804916381836,17.5727481842041,-6.931835651397705,True,False,False,False,False,False,False
-176.30435180664062,67.10247802734375,-85.84530639648438,60.181182861328125,-75.00912475585938,49.32038116455078,-38.42232894897461,35.65361785888672,-32.878414154052734,17.556976318359375,-27.793577194213867,22.27238655090332,-5.291861534118652,True,False,False,False,False,False,False
-168.1024627685547,63.0970573425293,-85.01530456542969,52.579715728759766,-77.08633422851562,42.48480987548828,-37.9886589050293,33.5262336730957,-35.419593811035156,16.884702682495117,-21.60413360595703,18.423940658569336,-10.297272682189941,True,False,False,False,False,False,False
-179.931884765625,69.59647369384766,-87.44694519042969,63.3286018371582,-73.40044403076172,48.49005126953125,-37.47817611694336,38.856300354003906,-36.63020706176758,21.62751579284668,-25.583412170410156,18.832117080688477,-13.398186683654785,True,False,False,False,False,False,False
-197.51223754882812,63.87873840332031,-88.87812805175781,76.27277374267578,-79.8156509399414,55.632869720458984,-46.601280212402344,33.810264587402344,-37.6062126159668,26.469467163085938,-24.678028106689453,20.452064514160156,-12.743118286132812,True,False,False,False,False,False,False
-178.94012451171875,66.77717590332031,-92.25471496582031,61.622840881347656,-74.24029541015625,58.914424896240234,-43.20485305786133,23.22212028503418,-34.984378814697266,27.47707748413086,-27.680055618286133,21.23392105102539,-7.9346418380737305,True,False,False,False,False,False,False
-177.58328247070312,67.83255004882812,-84.68769836425781,55.033748626708984,-83.06359100341797,47.52638626098633,-45.106529235839844,34.704593658447266,-28.455854415893555,23.515594482421875,-24.054113388061523,20.317455291748047,-10.556578636169434,True,False,False,False,False,False,False
-179.1758270263672,65.2315902709961,-97.87361145019531,64.24239349365234,-76.07573699951172,54.56477355957031,-47.84840774536133,30.50312614440918,-32.710086822509766,26.884695053100586,-26.274070739746094,20.897327423095703,-7.718274116516113,True,False,False,False,False,False,False
-167.9149932861328,66.05900573730469,-92.2928466796875,45.006431579589844,-76.34849548339844,41.00453567504883,-38.418052673339844,44.12335968017578,-13.369431495666504,18.556461334228516,-35.239479064941406,16.527292251586914,-2.8030307292938232,True,False,False,False,False,False,False
-167.33396911621094,65.80282592773438,-89.35283660888672,50.209529876708984,-74.86799621582031,44.76671600341797,-41.773311614990234,42.497352600097656,-18.308095932006836,22.7952880859375,-28.47385025024414,19.76719856262207,-6.0299577713012695,True,False,False,False,False,False,False
-151.55447387695312,61.33174133300781,-89.07250213623047,32.50199890136719,-77.26094818115234,38.800533294677734,-23.590316772460938,55.60980224609375,-23.477476119995117,18.895341873168945,-21.20121955871582,13.949628829956055,-11.704423904418945,True,False,False,False,False,False,False
-146.3402099609375,64.54682159423828,-93.69148254394531,32.093021392822266,-83.93545532226562,39.59757995605469,-33.89884567260742,43.81847381591797,-19.78693199157715,22.27715492248535,-17.416088104248047,13.646838188171387,-16.256330490112305,True,False,False,False,False,False,False
-169.61160278320312,60.60675048828125,-80.97276306152344,91.79267883300781,-58.45085906982422,59.39462661743164,-50.67880630493164,41.11631393432617,-44.07268142700195,43.11247253417969,-29.30139923095703,17.20686149597168,9.046581268310547,True,False,False,False,False,False,False
-160.5410614013672,56.551551818847656,-73.42699432373047,92.3984375,-62.2466926574707,59.43088150024414,-45.842525482177734,42.2598762512207,-44.30266189575195,39.96146774291992,-30.481435775756836,16.50849723815918,10.78142261505127,True,False,False,False,False,False,False
-145.444580078125,52.97486877441406,-75.0406723022461,92.24615478515625,-59.74589157104492,63.18692398071289,-39.3867073059082,52.14255905151367,-37.435340881347656,44.779151916503906,-30.04132652282715,8.209630966186523,4.685822010040283,True,False,False,False,False,False,False
-147.61990356445312,49.01584243774414,-71.70938110351562,92.59977722167969,-60.0532112121582,63.07075881958008,-33.9312858581543,58.669395446777344,-33.61421585083008,48.77952575683594,-28.912832260131836,9.158719062805176,5.853403091430664,True,False,False,False,False,False,False
-168.35350036621094,48.80365753173828,-77.02975463867188,93.40513610839844,-63.39866638183594,56.373260498046875,-44.01934814453125,34.83843994140625,-41.74782943725586,44.82623291015625,-32.27046203613281,12.554952621459961,5.55679988861084,True,False,False,False,False,False,False
-168.8359375,49.18186569213867,-79.50493621826172,86.2946548461914,-59.757598876953125,63.534969329833984,-41.854530334472656,34.813690185546875,-44.758174896240234,49.09097671508789,-25.942331314086914,8.880078315734863,7.067411422729492,True,False,False,False,False,False,False
-149.89195251464844,54.74382019042969,-87.77605438232422,88.2704849243164,-58.62528991699219,61.36833953857422,-39.95457458496094,37.2483024597168,-40.77678298950195,44.76232147216797,-26.3408145904541,11.445713996887207,6.501101016998291,True,False,False,False,False,False,False
-142.62417602539062,65.45738220214844,-98.65263366699219,91.16744995117188,-51.410587310791016,52.316001892089844,-19.987104415893555,45.70370864868164,-31.783649444580078,29.237268447875977,-22.04085922241211,16.799179077148438,9.535935401916504,True,False,False,False,False,False,False
-151.04888916015625,69.0448226928711,-99.40176391601562,85.51945495605469,-49.285499572753906,56.34634780883789,-26.480670928955078,47.30486297607422,-37.17858123779297,35.66619873046875,-21.411396026611328,15.646341323852539,9.484895706176758,True,False,False,False,False,False,False
-153.58456420898438,68.0925521850586,-104.85877227783203,77.71248626708984,-45.85187530517578,57.6185188293457,-32.440460205078125,37.77505111694336,-38.2284049987793,40.766395568847656,-25.550233840942383,12.621294975280762,9.692615509033203,True,False,False,False,False,False,False
-144.80136108398438,69.45243835449219,-108.21920013427734,74.46969604492188,-43.05546951293945,59.20780563354492,-38.35834503173828,37.50340270996094,-35.45791244506836,45.23544692993164,-23.11672019958496,11.27554988861084,7.2377448081970215,True,False,False,False,False,False,False
-145.85569763183594,58.04716491699219,-93.31098175048828,74.63108825683594,-43.282493591308594,55.523841857910156,-45.9476203918457,38.51922607421875,-31.10435676574707,48.64491653442383,-30.547645568847656,4.254659652709961,11.773537635803223,True,False,False,False,False,False,False
-146.85617065429688,60.728702545166016,-94.53949737548828,78.57707214355469,-47.43804168701172,57.0178108215332,-47.05082321166992,44.305030822753906,-32.33366775512695,51.8642463684082,-31.613676071166992,6.970531940460205,11.439911842346191,True,False,False,False,False,False,False
-146.5379638671875,58.14253234863281,-95.55819702148438,80.7140884399414,-47.75706481933594,58.78152084350586,-44.687744140625,45.888370513916016,-33.94934844970703,51.28742980957031,-27.571918487548828,9.789655685424805,10.778467178344727,True,False,False,False,False,False,False
-163.82510375976562,67.05692291259766,-100.70326232910156,78.2135238647461,-50.366756439208984,54.03992462158203,-33.56393814086914,41.51564407348633,-38.68633270263672,46.193687438964844,-22.235679626464844,11.463824272155762,10.634583473205566,True,False,False,False,False,False,False
-149.36297607421875,61.45651626586914,-93.9648208618164,78.04484558105469,-49.749595642089844,59.07639694213867,-47.59150695800781,43.58944320678711,-36.57798385620117,49.177528381347656,-30.063634872436523,8.554611206054688,9.11396598815918,True,False,False,False,False,False,False
-150.55401611328125,63.16034698486328,-89.24677276611328,77.04133605957031,-54.00593185424805,59.881099700927734,-49.33260726928711,45.69049072265625,-35.95271301269531,45.07268142700195,-29.622295379638672,7.016617298126221,7.779112339019775,True,False,False,False,False,False,False
-157.53741455078125,70.26509857177734,-97.67064666748047,79.81916046142578,-57.41852569580078,55.49446105957031,-29.36385726928711,42.91183853149414,-40.63533020019531,39.75792694091797,-25.581846237182617,13.992807388305664,9.852832794189453,True,False,False,False,False,False,False
-160.70541381835938,71.66963195800781,-92.61376190185547,77.01252746582031,-55.90715408325195,55.34218978881836,-25.652164459228516,49.19078826904297,-43.331748962402344,36.12628173828125,-21.160625457763672,15.973938941955566,11.734694480895996,True,False,False,False,False,False,False
-181.72677612304688,71.12882995605469,-89.9392318725586,73.30265808105469,-52.11296081542969,54.144412994384766,-22.63327980041504,51.35646438598633,-44.217002868652344,36.094207763671875,-23.952714920043945,18.820032119750977,17.266151428222656,True,False,False,False,False,False,False
-205.86392211914062,75.38729858398438,-84.90193176269531,77.75977325439453,-44.251461029052734,49.848758697509766,-21.91530990600586,50.73324203491211,-35.631961822509766,37.91379928588867,-21.733400344848633,16.039716720581055,14.348518371582031,True,False,False,False,False,False,False
-175.27870178222656,60.200340270996094,-89.21112823486328,81.16915130615234,-51.6047477722168,57.06178665161133,-36.94894790649414,51.801753997802734,-28.320228576660156,47.288848876953125,-30.491525650024414,9.113544464111328,15.534042358398438,True,False,False,False,False,False,False
-177.67210388183594,65.33879852294922,-94.16661834716797,84.0769271850586,-49.59183883666992,52.64859390258789,-35.483394622802734,53.310585021972656,-31.96989631652832,48.580955505371094,-31.379199981689453,10.812779426574707,14.880537033081055,True,False,False,False,False,False,False
-188.27630615234375,71.56307220458984,-90.78765106201172,82.086669921875,-52.98997497558594,53.88075637817383,-26.711008071899414,50.94277572631836,-31.977746963500977,43.85762405395508,-24.585981369018555,13.97658634185791,15.487042427062988,True,False,False,False,False,False,False
-176.0646209716797,65.48588562011719,-89.10175323486328,81.68099975585938,-53.21189498901367,52.293373107910156,-27.007465362548828,45.922420501708984,-30.675342559814453,45.69548034667969,-24.85011100769043,11.9633207321167,15.0401611328125,True,False,False,False,False,False,False
-178.69830322265625,65.34131622314453,-85.3637924194336,83.22724151611328,-58.486572265625,57.56732177734375,-37.677040100097656,54.66263961791992,-33.719207763671875,46.46941375732422,-31.068992614746094,9.50609302520752,11.100008964538574,True,False,False,False,False,False,False
-186.35105895996094,66.7490463256836,-82.4801254272461,84.48622131347656,-55.4918098449707,59.16851806640625,-34.581058502197266,52.55316162109375,-35.54424285888672,43.213382720947266,-27.050975799560547,11.28135871887207,11.393210411071777,True,False,False,False,False,False,False
-187.12403869628906,65.2601318359375,-86.06786346435547,85.68739318847656,-58.06271743774414,57.8902702331543,-32.71232604980469,58.18938064575195,-32.883995056152344,44.29693603515625,-31.314523696899414,8.863815307617188,13.308601379394531,True,False,False,False,False,False,False
-182.947509765625,60.81882858276367,-87.42977142333984,91.1694107055664,-62.279991149902344,62.18244552612305,-24.803525924682617,57.686119079589844,-26.93283462524414,41.064815521240234,-30.638275146484375,10.830606460571289,15.549883842468262,True,False,False,False,False,False,False
-259.1239013671875,62.55995559692383,-53.85591125488281,56.03657531738281,-22.982810974121094,31.122804641723633,-2.764390468597412,34.67610168457031,-10.19188404083252,14.644624710083008,-4.043198585510254,5.977759838104248,19.436935424804688,True,False,False,False,False,False,False
-231.62191772460938,133.1237030029297,-115.78279113769531,52.15070343017578,-19.350494384765625,22.201438903808594,-11.771721839904785,17.40410804748535,-22.666732788085938,23.953418731689453,-28.380300521850586,15.633630752563477,-6.948661804199219,True,False,False,False,False,False,False
-263.60028076171875,142.21429443359375,-130.3729705810547,53.75596237182617,-32.75472640991211,39.36021423339844,-14.275957107543945,23.439645767211914,-28.945322036743164,25.985092163085938,-28.60280990600586,20.540517807006836,-10.1225004196167,True,False,False,False,False,False,False
-262.53076171875,146.5018768310547,-125.44341278076172,52.3194465637207,-30.703800201416016,37.61073303222656,-9.29953670501709,23.61585235595703,-29.486675262451172,25.159934997558594,-31.01076316833496,21.295841217041016,-11.03918743133545,True,False,False,False,False,False,False
-262.4268493652344,142.36224365234375,-119.83935546875,54.2036018371582,-33.12274932861328,41.71063232421875,-13.23956298828125,24.81254768371582,-30.909990310668945,20.830341339111328,-26.422931671142578,13.202672958374023,-7.967274188995361,True,False,False,False,False,False,False
-263.68682861328125,141.53147888183594,-121.12425994873047,51.83464050292969,-33.81833267211914,42.08371353149414,-11.052788734436035,22.726713180541992,-30.74653434753418,26.5986270904541,-25.933557510375977,13.636427879333496,-10.550690650939941,True,False,False,False,False,False,False
-253.79066467285156,143.32781982421875,-122.30292510986328,52.853111267089844,-28.898681640625,34.4194450378418,-15.08621883392334,18.08148765563965,-23.606138229370117,25.069761276245117,-26.71098518371582,17.30498695373535,-10.961755752563477,True,False,False,False,False,False,False
-225.96157836914062,139.85824584960938,-112.27025604248047,52.25053024291992,-11.218968391418457,19.35611915588379,-16.67601776123047,18.950218200683594,-18.342792510986328,18.719762802124023,-24.17030143737793,14.816344261169434,-12.330979347229004,True,False,False,False,False,False,False
-271.0234069824219,144.84178161621094,-125.63105010986328,57.878334045410156,-32.40924072265625,38.47622299194336,-18.00475311279297,26.730520248413086,-24.888412475585938,27.421302795410156,-25.023338317871094,20.139028549194336,-9.514261245727539,True,False,False,False,False,False,False
-241.85935974121094,136.29766845703125,-107.09416198730469,55.32526779174805,-19.168230056762695,29.702308654785156,-16.74778938293457,17.603986740112305,-24.7275333404541,17.703472137451172,-20.897151947021484,8.950927734375,-3.8790290355682373,True,False,False,False,False,False,False
-169.23170471191406,131.97108459472656,-106.63240051269531,69.71411895751953,-8.069231033325195,11.921688079833984,-15.976852416992188,12.804304122924805,-18.017587661743164,21.874713897705078,-30.525266647338867,8.673845291137695,-3.2189671993255615,True,False,False,False,False,False,False
-159.7588348388672,141.2505645751953,-121.65673828125,85.2150650024414,-10.574799537658691,9.647079467773438,-18.15616226196289,17.0135555267334,-16.963211059570312,23.209218978881836,-34.79552459716797,6.573835849761963,-5.455932140350342,True,False,False,False,False,False,False
-219.35081481933594,137.7212677001953,-104.51449584960938,63.893428802490234,-14.90844440460205,26.357852935791016,-12.520771026611328,17.9088191986084,-23.62623405456543,19.49871826171875,-21.420530319213867,5.274642467498779,-6.575621128082275,True,False,False,False,False,False,False
-171.3359375,144.25201416015625,-118.99027252197266,71.64491271972656,-4.944047451019287,11.012566566467285,-14.536395072937012,16.743703842163086,-20.79991912841797,20.84648895263672,-25.96868324279785,5.454695224761963,-8.947625160217285,True,False,False,False,False,False,False
-170.29702758789062,143.43104553222656,-114.77842712402344,74.32970428466797,-8.825554847717285,13.033849716186523,-13.26341724395752,15.294729232788086,-21.336280822753906,21.25814437866211,-27.87672233581543,6.352680683135986,-9.654440879821777,True,False,False,False,False,False,False
-219.59490966796875,136.51107788085938,-108.20894622802734,59.44337844848633,-11.209264755249023,24.13479232788086,-10.97868824005127,17.340049743652344,-25.423999786376953,26.458402633666992,-21.702781677246094,5.165147304534912,-6.326198577880859,True,False,False,False,False,False,False
-265.49237060546875,140.93887329101562,-118.12275695800781,60.430030822753906,-30.35154151916504,50.858551025390625,-18.80913543701172,29.556015014648438,-28.95451545715332,24.564130783081055,-15.89195728302002,7.272606372833252,-6.1485795974731445,True,False,False,False,False,False,False
-396.669921875,99.8586654663086,-130.4018096923828,64.72681427001953,-48.15152359008789,43.4428596496582,-36.759403228759766,19.028409957885742,-17.225688934326172,14.044817924499512,5.092657089233398,-3.3356306552886963,7.026976108551025,True,False,False,False,False,False,False
-367.5699768066406,101.08650207519531,-138.1717987060547,66.53362274169922,-54.067054748535156,44.7918586730957,-39.34076690673828,20.41364860534668,-17.290708541870117,13.879962921142578,1.462357997894287,-3.8959925174713135,6.677748680114746,True,False,False,False,False,False,False
-377.46533203125,103.98616027832031,-135.34878540039062,65.31783294677734,-54.22919464111328,45.046634674072266,-42.833778381347656,15.837301254272461,-19.3275089263916,8.96939468383789,6.1297197341918945,-4.411435604095459,6.212301731109619,True,False,False,False,False,False,False
-367.7279052734375,106.20601654052734,-139.2755126953125,67.44439697265625,-52.52143096923828,38.06951904296875,-45.694862365722656,17.865110397338867,-20.059539794921875,7.179660320281982,2.007983684539795,-2.4996304512023926,6.596097469329834,True,False,False,False,False,False,False
-363.7038879394531,98.65506744384766,-136.795166015625,66.78263854980469,-36.47317123413086,32.87567901611328,-40.88836669921875,13.224028587341309,-13.654623985290527,7.57840633392334,-0.5358485579490662,-4.23917293548584,7.519567489624023,True,False,False,False,False,False,False
-363.78094482421875,98.2628173828125,-134.457275390625,63.10721969604492,-36.22879409790039,37.3960075378418,-41.8960075378418,14.10529899597168,-12.981155395507812,5.773353576660156,0.5928341746330261,-7.868200302124023,5.725325107574463,True,False,False,False,False,False,False
-376.60833740234375,102.55526733398438,-135.09764099121094,65.72946166992188,-47.55241394042969,39.69134521484375,-37.00478744506836,15.095858573913574,-17.939146041870117,8.318840026855469,1.496901273727417,-6.496939182281494,5.021140098571777,True,False,False,False,False,False,False
-387.9562683105469,115.41510009765625,-130.7811737060547,66.38856506347656,-49.31462860107422,52.187095642089844,-37.73198699951172,16.787973403930664,-20.81145668029785,3.5945677757263184,-2.40739369392395,-6.744309902191162,3.778043270111084,True,False,False,False,False,False,False
-385.76239013671875,111.76361083984375,-132.6748809814453,64.23248291015625,-47.62289047241211,45.64019775390625,-34.44447708129883,14.681560516357422,-21.257680892944336,7.428877830505371,-3.3602097034454346,-5.102125644683838,3.5432207584381104,True,False,False,False,False,False,False
-390.4471740722656,112.32132720947266,-138.6668701171875,64.9751205444336,-56.63753890991211,45.301395416259766,-36.66159439086914,20.210969924926758,-17.674842834472656,8.835062026977539,0.6357817053794861,-4.899463176727295,5.229549884796143,True,False,False,False,False,False,False
-394.1116943359375,109.27245330810547,-140.59742736816406,63.5467414855957,-57.967201232910156,43.73541259765625,-33.596290588378906,23.02069664001465,-18.069520950317383,11.5900239944458,4.087042808532715,-5.311731815338135,6.413753509521484,True,False,False,False,False,False,False
-393.3183898925781,113.13916778564453,-139.86419677734375,68.19778442382812,-57.77418518066406,44.30647277832031,-34.998497009277344,20.091033935546875,-17.289077758789062,9.098457336425781,5.708418369293213,-6.904458045959473,7.714934825897217,True,False,False,False,False,False,False
-374.71600341796875,110.27084350585938,-141.43629455566406,70.32763671875,-53.818721771240234,35.111602783203125,-40.447566986083984,17.62342643737793,-17.076173782348633,8.532835960388184,-0.3086332678794861,-1.386146068572998,4.665838241577148,True,False,False,False,False,False,False
-370.9259338378906,103.6542739868164,-143.19081115722656,70.13263702392578,-42.441810607910156,34.75791549682617,-41.662811279296875,20.945228576660156,-14.303757667541504,4.264212131500244,1.077678918838501,-3.1786389350891113,2.3240363597869873,True,False,False,False,False,False,False
-388.8296203613281,107.3494873046875,-129.5800018310547,61.35929870605469,-50.85404586791992,42.412635803222656,-37.09711456298828,15.32878303527832,-16.794876098632812,6.497074127197266,1.071321725845337,-5.46307373046875,5.61086893081665,True,False,False,False,False,False,False
-371.2153015136719,102.53263092041016,-118.56161499023438,59.67695999145508,-36.17656707763672,40.279415130615234,-30.530559539794922,10.598610877990723,-12.762894630432129,4.191988468170166,1.6142584085464478,-3.391035556793213,8.575920104980469,True,False,False,False,False,False,False
-334.3804016113281,66.24517059326172,-103.25116729736328,82.39239501953125,-53.53168487548828,44.900604248046875,-34.800052642822266,8.182774543762207,-19.173236846923828,11.732622146606445,-16.711790084838867,8.01784610748291,2.8609797954559326,True,False,False,False,False,False,False
-345.7300720214844,63.981163024902344,-105.12074279785156,86.04591369628906,-59.90081787109375,55.05072784423828,-29.643756866455078,2.2289624214172363,-30.92123031616211,5.137759208679199,-25.553192138671875,-5.088828086853027,-8.188949584960938,True,False,False,False,False,False,False
-362.6230773925781,57.98439407348633,-89.12738800048828,92.13671875,-45.88642120361328,40.23016357421875,-31.129579544067383,-3.7803244590759277,-5.582172870635986,5.392747402191162,-18.547515869140625,8.569343566894531,0.2424582690000534,True,False,False,False,False,False,False
-356.3652648925781,57.31093978881836,-104.68238830566406,99.2293701171875,-39.78179168701172,47.016788482666016,-27.215435028076172,-2.605626106262207,-11.237377166748047,4.208367347717285,-24.628692626953125,5.6975417137146,-0.39092740416526794,True,False,False,False,False,False,False
-338.75836181640625,79.33903503417969,-115.01419067382812,82.88371276855469,-51.14419937133789,53.483680725097656,-20.227128982543945,-8.895275115966797,-33.411739349365234,4.182697296142578,-14.415461540222168,-4.129883289337158,-18.55657386779785,True,False,False,False,False,False,False
-345.1929016113281,72.68882751464844,-111.50415802001953,78.65892791748047,-57.04264831542969,47.23341751098633,-27.246009826660156,-15.236642837524414,-34.786563873291016,-4.539456844329834,-16.684207916259766,7.875911712646484,-12.881939888000488,True,False,False,False,False,False,False
